No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
1045,90,60,tier3,B.E,CIVIL,63,No,No,0,Novice,Yes,No
1046,75,81,tier2,BTech,DS&AI,77,Yes,Yes,89,Intermediate,No,No
1047,71,89,tier2,BTech,DS&AI,69,No,No,0,Novice,No,No
1048,85,92,tier1,B.E,CIVIL,84,Ongoing,Yes,65,Intermediate,No,No
1049,96,89,tier2,B.E,DS&AI,92,Yes,Yes,74,Advanced,No,No
1050,69,90,tier1,B.E,EEE,74,Ongoing,No,0,Novice,Yes,No
1051,97,96,tier1,BTech,CIVIL,77,Yes,Yes,42,Intermediate,Yes,No
1052,89,77,tier3,BTech,ECE,72,Yes,No,0,Intermediate,No,No
1053,92,72,tier3,B.E,EEE,66,Ongoing,No,0,Advanced,No,No
1054,96,78,tier3,BTech,EEE,95,No,Yes,47,Advanced,No,No
1055,86,69,tier3,B.E,CSE,73,No,No,0,Advanced,Yes,No
1056,67,75,tier3,BTech,CIVIL,85,Yes,Yes,37,Intermediate,Yes,No
1057,72,79,tier3,B.E,CIVIL,62,No,No,0,Intermediate,No,No
1058,83,74,tier3,BTech,DS&AI,77,Yes,Yes,89,Advanced,No,No
1059,83,88,tier2,B.E,ECE,84,Yes,Yes,97,Intermediate,Yes,Yes
1060,87,90,tier1,B.E,EEE,78,Yes,Yes,38,Advanced,Yes,No
1061,69,92,tier1,B.E,DS&AI,82,No,Yes,68,Novice,No,No
1062,67,67,tier3,B.E,ECE,65,Yes,No,0,Intermediate,Yes,No
1063,81,91,tier1,B.E,ECE,62,Ongoing,No,0,Advanced,No,No
1064,96,83,tier2,B.E,IT,63,Ongoing,No,0,Novice,No,No
1065,94,85,tier2,BTech,MECH,71,Yes,No,0,Intermediate,Yes,No
1066,87,69,tier3,B.E,MECH,71,Yes,No,0,Novice,Yes,No
1067,87,80,tier2,BTech,CIVIL,65,Ongoing,No,0,Advanced,No,No
1068,98,63,tier3,BTech,CSE,66,Yes,No,0,Advanced,No,No
1069,73,67,tier3,BTech,CIVIL,83,Yes,Yes,40,Novice,No,No
1070,97,64,tier3,B.E,IT,84,Yes,Yes,58,Novice,No,No
1071,78,55,tier3,B.E,IT,86,Ongoing,Yes,58,Novice,No,No
1072,96,83,tier2,BTech,CIVIL,78,No,Yes,76,Intermediate,Yes,No
1073,73,69,tier3,BTech,IT,81,Ongoing,Yes,100,Novice,No,No
1074,75,89,tier2,B.E,DS&AI,78,No,Yes,86,Intermediate,Yes,No
1075,79,64,tier3,B.E,CSE,91,No,Yes,83,Advanced,No,No
1076,93,55,tier3,B.E,CSE,76,No,Yes,65,Advanced,Yes,No
1077,66,89,tier2,BTech,ECE,77,No,Yes,55,Advanced,Yes,No
1078,76,93,tier1,BTech,DS&AI,80,Ongoing,Yes,72,Advanced,No,No
1079,83,59,tier3,B.E,EEE,88,No,Yes,51,Advanced,Yes,No
1080,77,89,tier2,B.E,EEE,89,No,Yes,84,Advanced,Yes,No
1081,91,72,tier3,BTech,IT,62,Ongoing,No,0,Intermediate,No,No
1082,96,92,tier1,B.E,IT,79,Yes,Yes,54,Intermediate,Yes,No
1083,75,76,tier3,BTech,CIVIL,91,No,Yes,96,Novice,No,No
1084,81,85,tier2,B.E,EEE,77,Yes,Yes,81,Intermediate,No,No
1085,67,94,tier1,BTech,CSE,67,Yes,No,0,Advanced,No,No
1086,92,86,tier2,B.E,ECE,81,Ongoing,Yes,59,Advanced,No,No
1087,96,63,tier3,BTech,CSE,60,Ongoing,No,0,Intermediate,No,No
1088,89,91,tier1,BTech,DS&AI,71,Ongoing,No,0,Novice,Yes,No
1089,88,75,tier3,B.E,DS&AI,71,Ongoing,No,0,Intermediate,Yes,No
1090,66,71,tier3,B.E,DS&AI,73,No,No,0,Intermediate,Yes,No
1091,81,82,tier2,B.E,MECH,76,No,Yes,64,Novice,Yes,No
1092,74,58,tier3,BTech,DS&AI,78,Yes,Yes,48,Intermediate,No,No
1093,71,94,tier1,B.E,DS&AI,89,No,Yes,40,Advanced,Yes,No
1094,92,96,tier1,BTech,CSE,76,No,Yes,79,Intermediate,Yes,No
1095,66,89,tier2,B.E,DS&AI,83,Yes,Yes,63,Intermediate,Yes,No
1096,78,84,tier2,BTech,IT,85,Yes,Yes,80,Novice,No,No
1097,73,93,tier1,B.E,CIVIL,84,Ongoing,Yes,89,Intermediate,No,No
1098,92,77,tier3,B.E,EEE,61,No,No,0,Novice,Yes,No
1099,87,91,tier1,BTech,CIVIL,86,Yes,Yes,56,Advanced,Yes,No
1100,94,71,tier3,BTech,ECE,84,Ongoing,Yes,63,Novice,Yes,No
1101,93,96,tier1,BTech,MECH,72,Ongoing,No,0,Intermediate,Yes,No
1102,90,93,tier1,BTech,DS&AI,87,No,Yes,98,Novice,No,No
1103,93,93,tier1,B.E,ECE,76,Yes,Yes,38,Novice,Yes,No
1104,87,77,tier3,BTech,EEE,84,Yes,Yes,38,Advanced,No,No
1105,92,89,tier2,BTech,DS&AI,95,Yes,Yes,81,Intermediate,Yes,No
1106,80,92,tier1,B.E,CSE,68,Ongoing,No,0,Intermediate,Yes,No
1107,84,70,tier3,BTech,DS&AI,70,No,No,0,Novice,No,No
1108,74,82,tier2,BTech,MECH,94,Yes,Yes,76,Intermediate,No,No
1109,86,91,tier1,B.E,ECE,65,No,No,0,Intermediate,Yes,No
1110,72,74,tier3,B.E,CSE,61,Ongoing,No,0,Novice,Yes,No
1111,68,65,tier3,B.E,DS&AI,92,Ongoing,Yes,71,Advanced,No,No
1112,86,59,tier3,BTech,ECE,60,No,No,0,Novice,No,No
1113,71,96,tier1,B.E,DS&AI,72,Ongoing,No,0,Advanced,No,No
1114,81,85,tier2,BTech,IT,67,No,No,0,Intermediate,No,No
1115,73,65,tier3,BTech,EEE,88,Yes,Yes,85,Intermediate,No,No
1116,82,75,tier3,BTech,CSE,67,Ongoing,No,0,Advanced,No,No
1117,94,72,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
1118,88,71,tier3,BTech,MECH,71,Yes,No,0,Advanced,Yes,No
1119,68,59,tier3,B.E,CIVIL,87,Yes,Yes,93,Intermediate,Yes,Yes
1120,66,64,tier3,BTech,IT,81,Ongoing,Yes,37,Novice,No,No
1121,67,94,tier1,BTech,DS&AI,88,Ongoing,Yes,53,Advanced,Yes,No
1122,85,89,tier2,BTech,IT,91,No,Yes,61,Novice,Yes,No
1123,97,57,tier3,BTech,IT,91,Ongoing,Yes,47,Novice,No,No
1124,66,63,tier3,B.E,IT,85,Yes,Yes,50,Advanced,Yes,No
1125,83,89,tier2,BTech,CIVIL,77,No,Yes,91,Novice,No,No
1126,87,86,tier2,B.E,IT,95,No,Yes,45,Advanced,No,No
1127,97,86,tier2,B.E,DS&AI,89,No,Yes,51,Advanced,No,No
1128,86,62,tier3,B.E,EEE,66,Ongoing,No,0,Novice,Yes,No
1129,68,60,tier3,BTech,IT,63,No,No,0,Intermediate,Yes,No
1130,93,84,tier2,BTech,MECH,84,No,Yes,100,Advanced,No,No
1131,71,63,tier3,BTech,MECH,78,No,Yes,73,Advanced,No,No
1132,81,82,tier2,BTech,DS&AI,60,No,No,0,Advanced,Yes,No
1133,90,92,tier1,B.E,DS&AI,88,Ongoing,Yes,89,Novice,No,No
1134,71,83,tier2,B.E,EEE,67,Ongoing,No,0,Intermediate,No,No
1135,97,71,tier3,B.E,MECH,70,Yes,No,0,Advanced,No,No
1136,90,79,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
1137,67,57,tier3,BTech,ECE,83,Yes,Yes,57,Intermediate,Yes,No
1138,75,56,tier3,B.E,ECE,83,Yes,Yes,50,Advanced,No,No
1139,73,64,tier3,BTech,IT,91,Yes,Yes,77,Novice,No,No
1140,88,76,tier3,BTech,DS&AI,65,No,No,0,Novice,Yes,No
1141,77,61,tier3,B.E,ECE,70,Ongoing,No,0,Intermediate,No,No
1142,82,69,tier3,BTech,IT,82,Yes,Yes,68,Advanced,Yes,No
1143,85,72,tier3,B.E,CSE,94,Yes,Yes,35,Novice,No,No
1144,76,77,tier3,B.E,CIVIL,62,Yes,No,0,Novice,No,No
1145,80,83,tier2,B.E,ECE,85,Yes,Yes,74,Advanced,Yes,No
1146,66,84,tier2,B.E,EEE,60,Ongoing,No,0,Novice,No,No
1147,92,74,tier3,BTech,EEE,62,No,No,0,Intermediate,No,No
1148,82,62,tier3,B.E,CIVIL,68,No,No,0,Intermediate,No,No
1149,92,65,tier3,B.E,CSE,76,Ongoing,Yes,60,Novice,No,No
1150,75,75,tier3,B.E,CIVIL,83,No,Yes,87,Intermediate,No,No
1151,94,63,tier3,B.E,IT,91,Ongoing,Yes,89,Novice,No,No
1152,86,70,tier3,B.E,MECH,80,Yes,Yes,80,Novice,No,No
1153,68,65,tier3,BTech,MECH,61,Ongoing,No,0,Novice,No,No
1154,89,94,tier1,BTech,ECE,82,Ongoing,Yes,98,Intermediate,No,No
1155,94,65,tier3,BTech,DS&AI,84,Yes,Yes,76,Intermediate,No,No
1156,71,73,tier3,BTech,CIVIL,93,Yes,Yes,96,Novice,Yes,No
1157,98,64,tier3,BTech,IT,92,No,Yes,84,Advanced,Yes,No
1158,75,69,tier3,B.E,ECE,65,No,No,0,Advanced,No,No
1159,74,83,tier2,BTech,DS&AI,95,No,Yes,91,Novice,Yes,No
1160,98,67,tier3,B.E,EEE,75,Yes,No,0,Novice,No,No
1161,83,89,tier2,BTech,IT,65,Ongoing,No,0,Intermediate,Yes,No
1162,78,59,tier3,B.E,DS&AI,93,Yes,Yes,65,Intermediate,No,No
1163,94,62,tier3,B.E,MECH,87,Yes,Yes,78,Advanced,Yes,No
1164,79,81,tier2,B.E,MECH,83,No,Yes,43,Novice,Yes,No
1165,89,69,tier3,B.E,MECH,83,Yes,Yes,59,Intermediate,Yes,No
1166,83,79,tier3,BTech,MECH,81,Yes,Yes,74,Advanced,No,No
1167,82,75,tier3,B.E,ECE,72,Yes,No,0,Advanced,No,No
1168,82,94,tier1,BTech,CSE,62,Ongoing,No,0,Advanced,Yes,No
1169,66,86,tier2,BTech,CIVIL,64,Ongoing,No,0,Advanced,No,No
1170,71,67,tier3,BTech,EEE,77,Yes,Yes,67,Advanced,No,No
1171,97,55,tier3,B.E,EEE,80,Yes,Yes,47,Intermediate,No,No
1172,74,56,tier3,BTech,CIVIL,70,Ongoing,No,0,Novice,No,No
1173,79,90,tier1,B.E,MECH,82,No,Yes,98,Novice,Yes,No
1174,93,78,tier3,B.E,EEE,95,No,Yes,87,Advanced,No,No
1175,68,76,tier3,BTech,ECE,79,Ongoing,Yes,42,Novice,Yes,No
1176,66,60,tier3,BTech,CIVIL,94,No,Yes,63,Novice,No,No
1177,82,92,tier1,B.E,CIVIL,95,Ongoing,Yes,72,Novice,Yes,No
1178,95,59,tier3,BTech,EEE,80,Ongoing,Yes,45,Intermediate,Yes,No
1179,74,84,tier2,BTech,EEE,76,Yes,Yes,75,Novice,No,No
1180,70,71,tier3,B.E,MECH,85,Yes,Yes,96,Advanced,Yes,Yes
1181,89,85,tier2,BTech,CIVIL,65,Ongoing,No,0,Novice,No,No
1182,89,57,tier3,BTech,CSE,89,No,Yes,51,Novice,No,No
1183,76,95,tier1,B.E,ECE,80,Yes,Yes,93,Advanced,No,No
1184,67,84,tier2,BTech,ECE,71,Ongoing,No,0,Advanced,No,No
1185,97,88,tier2,BTech,MECH,78,Yes,Yes,88,Advanced,Yes,Yes
1186,97,80,tier2,BTech,CSE,84,No,Yes,98,Intermediate,No,No
1187,84,60,tier3,B.E,DS&AI,84,Ongoing,Yes,93,Advanced,Yes,Yes
1188,73,59,tier3,B.E,EEE,79,No,Yes,52,Intermediate,No,No
1189,75,55,tier3,B.E,EEE,70,Ongoing,No,0,Intermediate,No,No
1190,95,67,tier3,BTech,DS&AI,70,No,No,0,Intermediate,Yes,No
1191,96,74,tier3,BTech,CSE,62,No,No,0,Intermediate,No,No
1192,91,70,tier3,BTech,ECE,92,Ongoing,Yes,52,Novice,Yes,No
1193,97,74,tier3,BTech,DS&AI,67,Ongoing,No,0,Novice,Yes,No
1194,92,86,tier2,BTech,IT,66,Ongoing,No,0,Intermediate,Yes,No
1195,91,89,tier2,B.E,EEE,93,Yes,Yes,54,Novice,Yes,No
1196,92,78,tier3,B.E,IT,92,Yes,Yes,64,Advanced,No,No
1197,71,92,tier1,B.E,CIVIL,83,Yes,Yes,58,Intermediate,Yes,No
1198,90,58,tier3,BTech,DS&AI,66,Yes,No,0,Novice,Yes,No
1199,76,80,tier2,BTech,CSE,69,Ongoing,No,0,Novice,No,No
1200,87,72,tier3,BTech,MECH,62,Ongoing,No,0,Advanced,No,No
1201,80,85,tier2,B.E,DS&AI,72,Yes,No,0,Intermediate,Yes,No
1202,73,94,tier1,BTech,DS&AI,73,Ongoing,No,0,Novice,Yes,No
1203,74,89,tier2,B.E,CSE,86,Yes,Yes,60,Novice,Yes,No
1204,89,63,tier3,BTech,IT,95,Yes,Yes,73,Advanced,No,No
1205,66,59,tier3,B.E,ECE,77,No,Yes,68,Novice,No,No
1206,84,96,tier1,B.E,ECE,78,No,Yes,47,Intermediate,No,No
1207,92,64,tier3,BTech,ECE,72,No,No,0,Intermediate,No,No
1208,82,64,tier3,BTech,EEE,83,Yes,Yes,79,Intermediate,No,No
1209,86,84,tier2,B.E,CSE,61,No,No,0,Intermediate,Yes,No
1210,90,59,tier3,B.E,CSE,91,No,Yes,62,Novice,No,No
1211,95,57,tier3,BTech,EEE,71,No,No,0,Intermediate,No,No
1212,67,88,tier2,B.E,DS&AI,94,Yes,Yes,74,Advanced,No,No
1213,88,71,tier3,BTech,MECH,82,No,Yes,43,Novice,No,No
1214,90,61,tier3,B.E,MECH,75,Yes,No,0,Novice,Yes,No
1215,96,95,tier1,BTech,MECH,73,No,No,0,Advanced,Yes,No
1216,90,90,tier1,B.E,ECE,81,Yes,Yes,38,Novice,Yes,No
1217,70,64,tier3,B.E,CIVIL,95,Ongoing,Yes,53,Novice,Yes,No
1218,69,81,tier2,B.E,EEE,79,Ongoing,Yes,56,Intermediate,No,No
1219,71,69,tier3,B.E,MECH,80,No,Yes,88,Advanced,Yes,No
1220,71,88,tier2,BTech,ECE,61,No,No,0,Advanced,No,No
1221,86,74,tier3,BTech,MECH,73,Yes,No,0,Intermediate,Yes,No
1222,82,68,tier3,B.E,IT,65,Yes,No,0,Advanced,Yes,No
1223,94,66,tier3,B.E,IT,63,No,No,0,Advanced,Yes,No
1224,75,86,tier2,B.E,IT,71,No,No,0,Novice,No,No
1225,82,80,tier2,BTech,CSE,68,Ongoing,No,0,Intermediate,Yes,No
1226,67,56,tier3,BTech,DS&AI,82,No,Yes,69,Novice,Yes,No
1227,94,82,tier2,B.E,ECE,86,Yes,Yes,88,Intermediate,No,No
1228,74,80,tier2,BTech,MECH,73,Ongoing,No,0,Advanced,No,No
1229,88,66,tier3,B.E,ECE,79,Ongoing,Yes,67,Advanced,No,No
1230,83,85,tier2,B.E,DS&AI,65,Yes,No,0,Intermediate,Yes,No
1231,81,83,tier2,BTech,DS&AI,64,Yes,No,0,Advanced,No,No
1232,73,88,tier2,B.E,DS&AI,62,No,No,0,Intermediate,Yes,No
1233,78,56,tier3,BTech,EEE,93,Yes,Yes,82,Intermediate,No,No
1234,96,65,tier3,B.E,MECH,90,Ongoing,Yes,44,Novice,No,No
1235,76,63,tier3,B.E,CSE,77,Yes,Yes,88,Advanced,No,No
1236,91,67,tier3,BTech,EEE,83,Yes,Yes,93,Intermediate,Yes,Yes
1237,76,80,tier2,B.E,EEE,61,Ongoing,No,0,Novice,Yes,No
1238,91,68,tier3,BTech,CSE,78,No,Yes,40,Novice,Yes,No
1239,92,93,tier1,B.E,ECE,74,Yes,No,0,Advanced,No,No
1240,71,61,tier3,B.E,EEE,68,Ongoing,No,0,Intermediate,No,No
1241,80,75,tier3,BTech,IT,67,Yes,No,0,Intermediate,Yes,No
1242,89,55,tier3,B.E,MECH,84,No,Yes,74,Advanced,No,No
1243,96,83,tier2,BTech,CIVIL,77,Ongoing,Yes,84,Intermediate,Yes,No
1244,80,68,tier3,B.E,DS&AI,81,No,Yes,49,Advanced,Yes,No
1245,76,82,tier2,BTech,MECH,63,No,No,0,Novice,Yes,No
1246,94,68,tier3,BTech,MECH,71,No,No,0,Novice,Yes,No
1247,80,82,tier2,BTech,ECE,85,Yes,Yes,89,Novice,Yes,No
1248,82,69,tier3,BTech,CIVIL,93,No,Yes,99,Advanced,Yes,No
1249,95,95,tier1,BTech,ECE,75,Yes,No,0,Intermediate,Yes,No
1250,76,69,tier3,BTech,CSE,83,No,Yes,66,Advanced,No,No
1251,86,81,tier2,BTech,CIVIL,66,Yes,No,0,Novice,No,No
1252,86,90,tier1,BTech,CSE,60,No,No,0,Intermediate,Yes,No
1253,95,78,tier3,BTech,IT,74,Yes,No,0,Intermediate,No,No
1254,85,94,tier1,B.E,CSE,82,No,Yes,61,Advanced,Yes,No
1255,94,69,tier3,B.E,MECH,95,Yes,Yes,86,Intermediate,Yes,Yes
1256,67,91,tier1,BTech,CIVIL,70,No,No,0,Novice,No,No
1257,90,65,tier3,BTech,CIVIL,88,No,Yes,87,Advanced,Yes,No
1258,82,76,tier3,BTech,MECH,62,Yes,No,0,Advanced,Yes,No
1259,83,83,tier2,B.E,EEE,89,Yes,Yes,68,Novice,Yes,No
1260,91,87,tier2,B.E,CIVIL,86,Ongoing,Yes,46,Intermediate,No,No
1261,98,77,tier3,BTech,CSE,71,Yes,No,0,Advanced,No,No
1262,96,60,tier3,BTech,DS&AI,61,Ongoing,No,0,Novice,No,No
1263,86,85,tier2,B.E,ECE,80,Ongoing,Yes,94,Intermediate,Yes,Yes
1264,79,64,tier3,BTech,ECE,83,No,Yes,95,Novice,No,No
1265,80,95,tier1,BTech,CSE,73,No,No,0,Advanced,No,No
1266,96,85,tier2,B.E,IT,61,Ongoing,No,0,Intermediate,No,No
1267,94,61,tier3,BTech,CSE,85,No,Yes,57,Advanced,Yes,No
1268,77,58,tier3,B.E,MECH,88,No,Yes,47,Advanced,No,No
1269,85,90,tier1,B.E,DS&AI,89,Ongoing,Yes,60,Novice,Yes,No
1270,85,72,tier3,BTech,MECH,74,Ongoing,No,0,Advanced,Yes,No
1271,78,62,tier3,B.E,CIVIL,78,No,Yes,35,Advanced,Yes,No
1272,97,91,tier1,BTech,CIVIL,72,No,No,0,Intermediate,Yes,No
1273,80,96,tier1,BTech,DS&AI,89,No,Yes,55,Novice,No,No
1274,78,81,tier2,B.E,IT,72,Yes,No,0,Advanced,Yes,No
1275,95,77,tier3,B.E,CSE,71,No,No,0,Advanced,No,No
1276,91,78,tier3,BTech,EEE,89,Yes,Yes,98,Advanced,Yes,Yes
1277,72,81,tier2,B.E,EEE,77,No,Yes,39,Intermediate,No,No
1278,75,57,tier3,B.E,IT,86,Yes,Yes,83,Novice,Yes,No
1279,92,83,tier2,BTech,CIVIL,78,Ongoing,Yes,92,Novice,Yes,No
1280,66,88,tier2,BTech,DS&AI,83,Ongoing,Yes,77,Advanced,No,No
1281,95,95,tier1,BTech,DS&AI,90,Ongoing,Yes,71,Intermediate,Yes,No
1282,83,66,tier3,BTech,IT,86,Ongoing,Yes,44,Advanced,Yes,No
1283,81,69,tier3,BTech,MECH,92,Yes,Yes,89,Intermediate,No,No
1284,78,95,tier1,B.E,IT,68,Yes,No,0,Novice,Yes,No
1285,94,86,tier2,BTech,CSE,65,No,No,0,Advanced,Yes,No
1286,98,73,tier3,BTech,ECE,82,Yes,Yes,58,Intermediate,No,No
1287,90,96,tier1,B.E,CIVIL,82,No,Yes,61,Intermediate,Yes,No
1288,71,85,tier2,B.E,DS&AI,75,Yes,No,0,Novice,Yes,No
1289,87,71,tier3,B.E,IT,71,Yes,No,0,Advanced,No,No
1290,81,96,tier1,BTech,CIVIL,80,Yes,Yes,91,Novice,No,No
1291,83,90,tier1,BTech,MECH,75,Ongoing,No,0,Novice,No,No
1292,75,92,tier1,BTech,ECE,82,No,Yes,57,Advanced,No,No
1293,97,80,tier2,B.E,ECE,85,Yes,Yes,36,Advanced,No,No
1294,91,65,tier3,B.E,EEE,82,Ongoing,Yes,77,Intermediate,No,No
1295,81,88,tier2,BTech,ECE,68,Yes,No,0,Advanced,Yes,No
1296,98,90,tier1,BTech,DS&AI,66,No,No,0,Intermediate,Yes,No
1297,95,73,tier3,BTech,ECE,88,Yes,Yes,62,Advanced,No,No
1298,69,73,tier3,BTech,IT,95,No,Yes,97,Intermediate,No,No
1299,80,72,tier3,BTech,CSE,94,Yes,Yes,79,Novice,Yes,No
1300,77,59,tier3,B.E,CIVIL,95,Ongoing,Yes,37,Advanced,Yes,No
1301,89,62,tier3,B.E,CIVIL,77,No,Yes,41,Novice,Yes,No
1302,82,89,tier2,BTech,ECE,74,Yes,No,0,Novice,No,No
1303,98,69,tier3,B.E,ECE,61,Ongoing,No,0,Advanced,No,No
1304,77,96,tier1,BTech,IT,92,Ongoing,Yes,49,Intermediate,Yes,No
1305,78,72,tier3,BTech,CSE,72,No,No,0,Intermediate,No,No
1306,77,57,tier3,BTech,IT,84,Ongoing,Yes,38,Advanced,No,No
1307,71,74,tier3,BTech,MECH,64,No,No,0,Intermediate,No,No
1308,92,69,tier3,B.E,CIVIL,60,No,No,0,Intermediate,No,No
1309,86,66,tier3,B.E,IT,83,No,Yes,65,Intermediate,Yes,No
1310,69,91,tier1,BTech,DS&AI,85,Ongoing,Yes,70,Advanced,Yes,No
1311,72,61,tier3,BTech,EEE,78,No,Yes,78,Novice,No,No
1312,96,61,tier3,BTech,CSE,81,No,Yes,48,Intermediate,Yes,No
1313,69,87,tier2,BTech,EEE,80,Yes,Yes,90,Advanced,No,No
1314,72,63,tier3,B.E,EEE,83,Yes,Yes,56,Advanced,Yes,No
1315,89,70,tier3,BTech,MECH,73,No,No,0,Advanced,No,No
1316,73,70,tier3,BTech,ECE,95,No,Yes,35,Novice,No,No
1317,95,88,tier2,BTech,MECH,72,No,No,0,Intermediate,Yes,No
1318,95,58,tier3,BTech,EEE,72,No,No,0,Novice,Yes,No
1319,94,89,tier2,B.E,CIVIL,71,No,No,0,Intermediate,No,No
1320,67,69,tier3,B.E,ECE,80,Ongoing,Yes,46,Intermediate,Yes,No
1321,90,89,tier2,BTech,DS&AI,86,No,Yes,90,Intermediate,No,No
1322,82,88,tier2,B.E,EEE,92,Ongoing,Yes,72,Intermediate,No,No
1323,75,83,tier2,B.E,DS&AI,75,No,No,0,Advanced,Yes,No
1324,68,91,tier1,BTech,EEE,90,Ongoing,Yes,88,Novice,Yes,No
1325,67,56,tier3,BTech,IT,88,No,Yes,48,Advanced,No,No
1326,93,87,tier2,B.E,EEE,92,Ongoing,Yes,86,Novice,No,No
1327,88,92,tier1,B.E,CSE,72,Yes,No,0,Advanced,No,No
1328,85,89,tier2,BTech,CIVIL,88,Yes,Yes,70,Advanced,Yes,No
1329,71,81,tier2,BTech,DS&AI,81,Yes,Yes,81,Intermediate,No,No
1330,66,84,tier2,BTech,IT,94,Ongoing,Yes,73,Novice,No,No
1331,96,88,tier2,B.E,ECE,92,Yes,Yes,90,Advanced,No,No
1332,81,63,tier3,BTech,MECH,85,Ongoing,Yes,64,Advanced,Yes,No
1333,87,79,tier3,B.E,CIVIL,87,Yes,Yes,36,Intermediate,Yes,No
1334,76,78,tier3,B.E,IT,71,No,No,0,Novice,Yes,No
1335,80,72,tier3,BTech,ECE,90,Ongoing,Yes,59,Novice,Yes,No
1336,89,55,tier3,BTech,ECE,90,Yes,Yes,48,Novice,No,No
1337,73,93,tier1,B.E,ECE,73,Yes,No,0,Advanced,Yes,No
1338,84,80,tier2,BTech,ECE,73,No,No,0,Advanced,Yes,No
1339,87,73,tier3,BTech,IT,91,Ongoing,Yes,75,Novice,Yes,No
1340,88,89,tier2,B.E,CSE,78,Yes,Yes,90,Intermediate,Yes,Yes
1341,84,81,tier2,B.E,MECH,84,Ongoing,Yes,56,Novice,No,No
1342,98,61,tier3,B.E,EEE,85,Yes,Yes,77,Advanced,Yes,No
1343,89,76,tier3,B.E,EEE,68,No,No,0,Intermediate,No,No
1344,90,68,tier3,BTech,ECE,84,No,Yes,44,Novice,No,No
1345,97,85,tier2,B.E,ECE,86,Ongoing,Yes,71,Advanced,Yes,No
1346,74,72,tier3,B.E,DS&AI,80,Ongoing,Yes,49,Novice,Yes,No
1347,90,61,tier3,BTech,MECH,72,No,No,0,Advanced,Yes,No
1348,66,90,tier1,B.E,CIVIL,87,Ongoing,Yes,55,Advanced,Yes,No
1349,77,96,tier1,BTech,EEE,74,Ongoing,No,0,Novice,Yes,No
1350,78,72,tier3,BTech,EEE,87,No,Yes,83,Advanced,No,No
1351,68,62,tier3,BTech,ECE,70,Ongoing,No,0,Intermediate,No,No
1352,78,91,tier1,B.E,CSE,76,Ongoing,Yes,95,Intermediate,Yes,Yes
1353,86,63,tier3,B.E,MECH,68,Ongoing,No,0,Novice,No,No
1354,77,76,tier3,BTech,ECE,74,Ongoing,No,0,Advanced,No,No
1355,68,64,tier3,BTech,IT,76,Ongoing,Yes,75,Advanced,Yes,No
1356,92,66,tier3,BTech,ECE,89,Ongoing,Yes,52,Intermediate,No,No
1357,93,91,tier1,B.E,ECE,94,Yes,Yes,80,Advanced,No,No
1358,95,55,tier3,B.E,MECH,69,No,No,0,Novice,No,No
1359,93,65,tier3,BTech,IT,84,Yes,Yes,75,Intermediate,No,No
1360,91,72,tier3,B.E,EEE,92,No,Yes,36,Intermediate,No,No
1361,90,92,tier1,B.E,EEE,90,Yes,Yes,91,Intermediate,Yes,Yes
1362,76,93,tier1,B.E,EEE,70,Yes,No,0,Intermediate,No,No
1363,71,93,tier1,BTech,CIVIL,88,Yes,Yes,79,Advanced,Yes,No
1364,82,75,tier3,B.E,EEE,84,No,Yes,93,Novice,No,No
1365,84,66,tier3,B.E,ECE,91,Ongoing,Yes,98,Intermediate,Yes,Yes
1366,66,62,tier3,BTech,ECE,84,No,Yes,72,Intermediate,Yes,No
1367,72,58,tier3,B.E,CSE,76,Yes,Yes,62,Advanced,No,No
1368,93,92,tier1,B.E,MECH,80,Ongoing,Yes,40,Advanced,Yes,No
1369,69,65,tier3,B.E,EEE,64,Yes,No,0,Advanced,No,No
1370,91,94,tier1,B.E,CIVIL,71,Ongoing,No,0,Intermediate,Yes,No
1371,66,57,tier3,B.E,ECE,92,Ongoing,Yes,97,Novice,No,No
1372,81,72,tier3,B.E,MECH,84,Yes,Yes,71,Novice,No,No
1373,95,79,tier3,B.E,CIVIL,72,Yes,No,0,Novice,No,No
1374,96,86,tier2,BTech,CIVIL,80,No,Yes,95,Intermediate,Yes,No
1375,92,66,tier3,BTech,DS&AI,86,No,Yes,54,Advanced,No,No
1376,78,89,tier2,BTech,DS&AI,91,Yes,Yes,95,Advanced,No,No
1377,88,73,tier3,B.E,IT,62,Ongoing,No,0,Advanced,No,No
1378,78,65,tier3,B.E,DS&AI,64,Yes,No,0,Advanced,No,No
1379,92,57,tier3,BTech,EEE,95,Yes,Yes,57,Intermediate,No,No
1380,95,67,tier3,B.E,CSE,64,Ongoing,No,0,Advanced,No,No
1381,72,76,tier3,BTech,CSE,64,No,No,0,Novice,Yes,No
1382,95,57,tier3,BTech,IT,69,No,No,0,Advanced,No,No
1383,78,96,tier1,BTech,ECE,79,Ongoing,Yes,61,Novice,Yes,No
1384,76,73,tier3,BTech,DS&AI,73,Yes,No,0,Novice,Yes,No
1385,87,72,tier3,BTech,IT,68,Ongoing,No,0,Novice,No,No
1386,91,78,tier3,BTech,ECE,67,Yes,No,0,Advanced,No,No
