No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
996.0,73,80,tier2,B.E,MECH,78,No,Yes,63,Novice,Yes,No
997.0,72,69,tier3,BTech,ECE,64,Ongoing,No,0,Novice,No,No
998.0,95,58,tier3,BTech,EEE,69,Yes,No,0,Intermediate,Yes,No
999.0,80,91,tier1,B.E,IT,77,No,Yes,36,Advanced,No,No
1000.0,91,73,tier3,B.E,ECE,83,Ongoing,Yes,70,Novice,No,No
1001.0,88,68,tier3,B.E,MECH,65,Ongoing,No,0,Intermediate,Yes,No
1002.0,78,91,tier1,B.E,IT,79,No,Yes,84,Novice,Yes,No
1003.0,74,87,tier2,B.E,DS&AI,69,Ongoing,No,0,Intermediate,Yes,No
1004.0,77,61,tier3,BTech,CIVIL,86,Ongoing,Yes,66,Advanced,No,No
1005.0,68,89,tier2,BTech,MECH,75,Yes,No,0,Intermediate,Yes,No
1006.0,67,94,tier1,B.E,CIVIL,70,Yes,No,0,Intermediate,No,No
1007.0,67,96,tier1,B.E,MECH,90,No,Yes,76,Novice,Yes,No
1008.0,66,68,tier3,BTech,ECE,81,Yes,Yes,58,Advanced,No,No
1009.0,78,92,tier1,B.E,CSE,64,Ongoing,No,0,Advanced,Yes,No
1010.0,88,92,tier1,B.E,ECE,87,Ongoing,Yes,93,Novice,Yes,No
1011.0,74,72,tier3,B.E,CIVIL,77,Ongoing,Yes,65,Intermediate,Yes,No
1012.0,67,83,tier2,BTech,CSE,66,Yes,No,0,Intermediate,Yes,No
1013.0,94,93,tier1,BTech,ECE,83,Yes,Yes,38,Advanced,Yes,No
1014.0,98,57,tier3,B.E,CIVIL,75,No,No,0,Intermediate,Yes,No
1015.0,82,74,tier3,B.E,IT,72,No,No,0,Novice,Yes,No
1016.0,75,84,tier2,B.E,DS&AI,61,Yes,No,0,Advanced,Yes,No
1017.0,71,56,tier3,BTech,EEE,87,Yes,Yes,60,Novice,No,No
1018.0,96,77,tier3,BTech,ECE,71,No,No,0,Advanced,No,No
1019.0,93,83,tier2,BTech,ECE,76,Yes,Yes,85,Novice,No,No
1020.0,75,56,tier3,BTech,IT,89,No,Yes,46,Novice,Yes,No
1021.0,71,68,tier3,B.E,MECH,82,No,Yes,45,Intermediate,Yes,No
1022.0,72,91,tier1,BTech,CIVIL,69,Ongoing,No,0,Intermediate,Yes,No
1023.0,70,65,tier3,BTech,EEE,85,Yes,Yes,78,Novice,No,No
1024.0,73,81,tier2,BTech,DS&AI,68,Ongoing,No,0,Advanced,Yes,No
1025.0,67,93,tier1,BTech,CSE,66,Yes,No,0,Intermediate,Yes,No
1026.0,72,78,tier3,BTech,EEE,71,Ongoing,No,0,Advanced,Yes,No
1027.0,96,59,tier3,B.E,CIVIL,62,Yes,No,0,Intermediate,Yes,No
1028.0,82,66,tier3,BTech,IT,62,No,No,0,Novice,No,No
1029.0,87,67,tier3,BTech,MECH,66,Ongoing,No,0,Advanced,No,No
1030.0,66,75,tier3,B.E,EEE,73,Ongoing,No,0,Novice,Yes,No
1031.0,97,75,tier3,BTech,EEE,87,No,Yes,95,Novice,Yes,No
1032.0,79,73,tier3,B.E,IT,89,Yes,Yes,61,Intermediate,No,No
1033.0,98,71,tier3,BTech,CSE,82,No,Yes,41,Advanced,Yes,No
1034.0,98,66,tier3,B.E,EEE,61,No,No,0,Intermediate,No,No
1035.0,94,82,tier2,B.E,DS&AI,81,Ongoing,Yes,75,Novice,No,No
1036.0,71,77,tier3,B.E,CIVIL,90,Ongoing,Yes,35,Intermediate,Yes,No
1037.0,79,91,tier1,BTech,ECE,75,Yes,No,0,Intermediate,Yes,No
1038.0,73,72,tier3,B.E,CSE,92,Yes,Yes,70,Novice,No,No
1039.0,75,90,tier1,B.E,ECE,88,Ongoing,Yes,74,Intermediate,No,No
1040.0,73,82,tier2,BTech,DS&AI,72,No,No,0,Novice,No,No
1041.0,80,81,tier2,BTech,IT,81,Yes,Yes,60,Novice,Yes,No
1042.0,95,66,tier3,B.E,DS&AI,79,Ongoing,Yes,98,Intermediate,No,No
1043.0,85,90,tier1,BTech,DS&AI,82,No,Yes,60,Intermediate,Yes,No
1044.0,72,55,tier3,B.E,EEE,91,No,Yes,45,Intermediate,No,No
1045.0,90,60,tier3,B.E,CIVIL,63,No,No,0,Novice,Yes,No
1046.0,75,81,tier2,BTech,DS&AI,77,Yes,Yes,89,Intermediate,No,No
1047.0,71,89,tier2,BTech,DS&AI,69,No,No,0,Novice,No,No
1048.0,85,92,tier1,B.E,CIVIL,84,Ongoing,Yes,65,Intermediate,No,No
1049.0,96,89,tier2,B.E,DS&AI,92,Yes,Yes,74,Advanced,No,No
1050.0,69,90,tier1,B.E,EEE,74,Ongoing,No,0,Novice,Yes,No
1051.0,97,96,tier1,BTech,CIVIL,77,Yes,Yes,42,Intermediate,Yes,No
1052.0,89,77,tier3,BTech,ECE,72,Yes,No,0,Intermediate,No,No
1053.0,92,72,tier3,B.E,EEE,66,Ongoing,No,0,Advanced,No,No
1054.0,96,78,tier3,BTech,EEE,95,No,Yes,47,Advanced,No,No
1055.0,86,69,tier3,B.E,CSE,73,No,No,0,Advanced,Yes,No
1056.0,67,75,tier3,BTech,CIVIL,85,Yes,Yes,37,Intermediate,Yes,No
1057.0,72,79,tier3,B.E,CIVIL,62,No,No,0,Intermediate,No,No
1058.0,83,74,tier3,BTech,DS&AI,77,Yes,Yes,89,Advanced,No,No
1059.0,83,88,tier2,B.E,ECE,84,Yes,Yes,97,Intermediate,Yes,Yes
1060.0,87,90,tier1,B.E,EEE,78,Yes,Yes,38,Advanced,Yes,No
1061.0,69,92,tier1,B.E,DS&AI,82,No,Yes,68,Novice,No,No
1062.0,67,67,tier3,B.E,ECE,65,Yes,No,0,Intermediate,Yes,No
1063.0,81,91,tier1,B.E,ECE,62,Ongoing,No,0,Advanced,No,No
1064.0,96,83,tier2,B.E,IT,63,Ongoing,No,0,Novice,No,No
1065.0,94,85,tier2,BTech,MECH,71,Yes,No,0,Intermediate,Yes,No
1066.0,87,69,tier3,B.E,MECH,71,Yes,No,0,Novice,Yes,No
1067.0,87,80,tier2,BTech,CIVIL,65,Ongoing,No,0,Advanced,No,No
1068.0,98,63,tier3,BTech,CSE,66,Yes,No,0,Advanced,No,No
1069.0,73,67,tier3,BTech,CIVIL,83,Yes,Yes,40,Novice,No,No
1070.0,97,64,tier3,B.E,IT,84,Yes,Yes,58,Novice,No,No
1071.0,78,55,tier3,B.E,IT,86,Ongoing,Yes,58,Novice,No,No
1072.0,96,83,tier2,BTech,CIVIL,78,No,Yes,76,Intermediate,Yes,No
1073.0,73,69,tier3,BTech,IT,81,Ongoing,Yes,100,Novice,No,No
1074.0,75,89,tier2,B.E,DS&AI,78,No,Yes,86,Intermediate,Yes,No
1075.0,79,64,tier3,B.E,CSE,91,No,Yes,83,Advanced,No,No
1076.0,93,55,tier3,B.E,CSE,76,No,Yes,65,Advanced,Yes,No
1077.0,66,89,tier2,BTech,ECE,77,No,Yes,55,Advanced,Yes,No
1078.0,76,93,tier1,BTech,DS&AI,80,Ongoing,Yes,72,Advanced,No,No
1079.0,83,59,tier3,B.E,EEE,88,No,Yes,51,Advanced,Yes,No
1080.0,77,89,tier2,B.E,EEE,89,No,Yes,84,Advanced,Yes,No
1081.0,91,72,tier3,BTech,IT,62,Ongoing,No,0,Intermediate,No,No
1082.0,96,92,tier1,B.E,IT,79,Yes,Yes,54,Intermediate,Yes,No
1083.0,75,76,tier3,BTech,CIVIL,91,No,Yes,96,Novice,No,No
1084.0,81,85,tier2,B.E,EEE,77,Yes,Yes,81,Intermediate,No,No
1085.0,67,94,tier1,BTech,CSE,67,Yes,No,0,Advanced,No,No
1086.0,92,86,tier2,B.E,ECE,81,Ongoing,Yes,59,Advanced,No,No
1087.0,96,63,tier3,BTech,CSE,60,Ongoing,No,0,Intermediate,No,No
1088.0,89,91,tier1,BTech,DS&AI,71,Ongoing,No,0,Novice,Yes,No
1089.0,88,75,tier3,B.E,DS&AI,71,Ongoing,No,0,Intermediate,Yes,No
1090.0,66,71,tier3,B.E,DS&AI,73,No,No,0,Intermediate,Yes,No
1091.0,81,82,tier2,B.E,MECH,76,No,Yes,64,Novice,Yes,No
1092.0,74,58,tier3,BTech,DS&AI,78,Yes,Yes,48,Intermediate,No,No
1093.0,71,94,tier1,B.E,DS&AI,89,No,Yes,40,Advanced,Yes,No
1094.0,92,96,tier1,BTech,CSE,76,No,Yes,79,Intermediate,Yes,No
1095.0,66,89,tier2,B.E,DS&AI,83,Yes,Yes,63,Intermediate,Yes,No
1096.0,78,84,tier2,BTech,IT,85,Yes,Yes,80,Novice,No,No
1097.0,73,93,tier1,B.E,CIVIL,84,Ongoing,Yes,89,Intermediate,No,No
1098.0,92,77,tier3,B.E,EEE,61,No,No,0,Novice,Yes,No
1099.0,87,91,tier1,BTech,CIVIL,86,Yes,Yes,56,Advanced,Yes,No
1100.0,94,71,tier3,BTech,ECE,84,Ongoing,Yes,63,Novice,Yes,No
1101.0,93,96,tier1,BTech,MECH,72,Ongoing,No,0,Intermediate,Yes,No
1102.0,90,93,tier1,BTech,DS&AI,87,No,Yes,98,Novice,No,No
1103.0,93,93,tier1,B.E,ECE,76,Yes,Yes,38,Novice,Yes,No
1104.0,87,77,tier3,BTech,EEE,84,Yes,Yes,38,Advanced,No,No
1105.0,92,89,tier2,BTech,DS&AI,95,Yes,Yes,81,Intermediate,Yes,No
1106.0,80,92,tier1,B.E,CSE,68,Ongoing,No,0,Intermediate,Yes,No
1107.0,84,70,tier3,BTech,DS&AI,70,No,No,0,Novice,No,No
1108.0,74,82,tier2,BTech,MECH,94,Yes,Yes,76,Intermediate,No,No
1109.0,86,91,tier1,B.E,ECE,65,No,No,0,Intermediate,Yes,No
1110.0,72,74,tier3,B.E,CSE,61,Ongoing,No,0,Novice,Yes,No
1111.0,68,65,tier3,B.E,DS&AI,92,Ongoing,Yes,71,Advanced,No,No
1112.0,86,59,tier3,BTech,ECE,60,No,No,0,Novice,No,No
1113.0,71,96,tier1,B.E,DS&AI,72,Ongoing,No,0,Advanced,No,No
1114.0,81,85,tier2,BTech,IT,67,No,No,0,Intermediate,No,No
1115.0,73,65,tier3,BTech,EEE,88,Yes,Yes,85,Intermediate,No,No
1116.0,82,75,tier3,BTech,CSE,67,Ongoing,No,0,Advanced,No,No
1117.0,94,72,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
1118.0,88,71,tier3,BTech,MECH,71,Yes,No,0,Advanced,Yes,No
1119.0,68,59,tier3,B.E,CIVIL,87,Yes,Yes,93,Intermediate,Yes,Yes
1120.0,66,64,tier3,BTech,IT,81,Ongoing,Yes,37,Novice,No,No
1121.0,67,94,tier1,BTech,DS&AI,88,Ongoing,Yes,53,Advanced,Yes,No
1122.0,85,89,tier2,BTech,IT,91,No,Yes,61,Novice,Yes,No
1123.0,97,57,tier3,BTech,IT,91,Ongoing,Yes,47,Novice,No,No
1124.0,66,63,tier3,B.E,IT,85,Yes,Yes,50,Advanced,Yes,No
1125.0,83,89,tier2,BTech,CIVIL,77,No,Yes,91,Novice,No,No
1126.0,87,86,tier2,B.E,IT,95,No,Yes,45,Advanced,No,No
1127.0,97,86,tier2,B.E,DS&AI,89,No,Yes,51,Advanced,No,No
1128.0,86,62,tier3,B.E,EEE,66,Ongoing,No,0,Novice,Yes,No
1129.0,68,60,tier3,BTech,IT,63,No,No,0,Intermediate,Yes,No
1130.0,93,84,tier2,BTech,MECH,84,No,Yes,100,Advanced,No,No
1131.0,71,63,tier3,BTech,MECH,78,No,Yes,73,Advanced,No,No
1132.0,81,82,tier2,BTech,DS&AI,60,No,No,0,Advanced,Yes,No
1133.0,90,92,tier1,B.E,DS&AI,88,Ongoing,Yes,89,Novice,No,No
1134.0,71,83,tier2,B.E,EEE,67,Ongoing,No,0,Intermediate,No,No
1135.0,97,71,tier3,B.E,MECH,70,Yes,No,0,Advanced,No,No
1136.0,90,79,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
1137.0,67,57,tier3,BTech,ECE,83,Yes,Yes,57,Intermediate,Yes,No
1138.0,75,56,tier3,B.E,ECE,83,Yes,Yes,50,Advanced,No,No
1139.0,73,64,tier3,BTech,IT,91,Yes,Yes,77,Novice,No,No
1140.0,88,76,tier3,BTech,DS&AI,65,No,No,0,Novice,Yes,No
1141.0,77,61,tier3,B.E,ECE,70,Ongoing,No,0,Intermediate,No,No
1142.0,82,69,tier3,BTech,IT,82,Yes,Yes,68,Advanced,Yes,No
1143.0,85,72,tier3,B.E,CSE,94,Yes,Yes,35,Novice,No,No
1144.0,76,77,tier3,B.E,CIVIL,62,Yes,No,0,Novice,No,No
1145.0,80,83,tier2,B.E,ECE,85,Yes,Yes,74,Advanced,Yes,No
1146.0,66,84,tier2,B.E,EEE,60,Ongoing,No,0,Novice,No,No
1147.0,92,74,tier3,BTech,EEE,62,No,No,0,Intermediate,No,No
1148.0,82,62,tier3,B.E,CIVIL,68,No,No,0,Intermediate,No,No
1149.0,92,65,tier3,B.E,CSE,76,Ongoing,Yes,60,Novice,No,No
1150.0,75,75,tier3,B.E,CIVIL,83,No,Yes,87,Intermediate,No,No
1151.0,94,63,tier3,B.E,IT,91,Ongoing,Yes,89,Novice,No,No
1152.0,86,70,tier3,B.E,MECH,80,Yes,Yes,80,Novice,No,No
1153.0,68,65,tier3,BTech,MECH,61,Ongoing,No,0,Novice,No,No
1154.0,89,94,tier1,BTech,ECE,82,Ongoing,Yes,98,Intermediate,No,No
1155.0,94,65,tier3,BTech,DS&AI,84,Yes,Yes,76,Intermediate,No,No
1156.0,71,73,tier3,BTech,CIVIL,93,Yes,Yes,96,Novice,Yes,No
1157.0,98,64,tier3,BTech,IT,92,No,Yes,84,Advanced,Yes,No
1158.0,75,69,tier3,B.E,ECE,65,No,No,0,Advanced,No,No
1159.0,74,83,tier2,BTech,DS&AI,95,No,Yes,91,Novice,Yes,No
1160.0,98,67,tier3,B.E,EEE,75,Yes,No,0,Novice,No,No
1161.0,83,89,tier2,BTech,IT,65,Ongoing,No,0,Intermediate,Yes,No
1162.0,78,59,tier3,B.E,DS&AI,93,Yes,Yes,65,Intermediate,No,No
1163.0,94,62,tier3,B.E,MECH,87,Yes,Yes,78,Advanced,Yes,No
1164.0,79,81,tier2,B.E,MECH,83,No,Yes,43,Novice,Yes,No
1165.0,89,69,tier3,B.E,MECH,83,Yes,Yes,59,Intermediate,Yes,No
1166.0,83,79,tier3,BTech,MECH,81,Yes,Yes,74,Advanced,No,No
1167.0,82,75,tier3,B.E,ECE,72,Yes,No,0,Advanced,No,No
1168.0,82,94,tier1,BTech,CSE,62,Ongoing,No,0,Advanced,Yes,No
1169.0,66,86,tier2,BTech,CIVIL,64,Ongoing,No,0,Advanced,No,No
1170.0,71,67,tier3,BTech,EEE,77,Yes,Yes,67,Advanced,No,No
1171.0,97,55,tier3,B.E,EEE,80,Yes,Yes,47,Intermediate,No,No
1172.0,74,56,tier3,BTech,CIVIL,70,Ongoing,No,0,Novice,No,No
1173.0,79,90,tier1,B.E,MECH,82,No,Yes,98,Novice,Yes,No
1174.0,93,78,tier3,B.E,EEE,95,No,Yes,87,Advanced,No,No
1175.0,68,76,tier3,BTech,ECE,79,Ongoing,Yes,42,Novice,Yes,No
1176.0,66,60,tier3,BTech,CIVIL,94,No,Yes,63,Novice,No,No
1177.0,82,92,tier1,B.E,CIVIL,95,Ongoing,Yes,72,Novice,Yes,No
1178.0,95,59,tier3,BTech,EEE,80,Ongoing,Yes,45,Intermediate,Yes,No
1179.0,74,84,tier2,BTech,EEE,76,Yes,Yes,75,Novice,No,No
1180.0,70,71,tier3,B.E,MECH,85,Yes,Yes,96,Advanced,Yes,Yes
1181.0,89,85,tier2,BTech,CIVIL,65,Ongoing,No,0,Novice,No,No
1182.0,89,57,tier3,BTech,CSE,89,No,Yes,51,Novice,No,No
1183.0,76,95,tier1,B.E,ECE,80,Yes,Yes,93,Advanced,No,No
1184.0,67,84,tier2,BTech,ECE,71,Ongoing,No,0,Advanced,No,No
1185.0,97,88,tier2,BTech,MECH,78,Yes,Yes,88,Advanced,Yes,Yes
1186.0,97,80,tier2,BTech,CSE,84,No,Yes,98,Intermediate,No,No
1187.0,84,60,tier3,B.E,DS&AI,84,Ongoing,Yes,93,Advanced,Yes,Yes
1188.0,73,59,tier3,B.E,EEE,79,No,Yes,52,Intermediate,No,No
1189.0,75,55,tier3,B.E,EEE,70,Ongoing,No,0,Intermediate,No,No
1190.0,95,67,tier3,BTech,DS&AI,70,No,No,0,Intermediate,Yes,No
1191.0,96,74,tier3,BTech,CSE,62,No,No,0,Intermediate,No,No
1192.0,91,70,tier3,BTech,ECE,92,Ongoing,Yes,52,Novice,Yes,No
1193.0,97,74,tier3,BTech,DS&AI,67,Ongoing,No,0,Novice,Yes,No
1194.0,92,86,tier2,BTech,IT,66,Ongoing,No,0,Intermediate,Yes,No
1195.0,91,89,tier2,B.E,EEE,93,Yes,Yes,54,Novice,Yes,No
1196.0,92,78,tier3,B.E,IT,92,Yes,Yes,64,Advanced,No,No
1197.0,71,92,tier1,B.E,CIVIL,83,Yes,Yes,58,Intermediate,Yes,No
1198.0,90,58,tier3,BTech,DS&AI,66,Yes,No,0,Novice,Yes,No
1199.0,76,80,tier2,BTech,CSE,69,Ongoing,No,0,Novice,No,No
1200.0,87,72,tier3,BTech,MECH,62,Ongoing,No,0,Advanced,No,No
1201.0,80,85,tier2,B.E,DS&AI,72,Yes,No,0,Intermediate,Yes,No
1202.0,73,94,tier1,BTech,DS&AI,73,Ongoing,No,0,Novice,Yes,No
1203.0,74,89,tier2,B.E,CSE,86,Yes,Yes,60,Novice,Yes,No
1204.0,89,63,tier3,BTech,IT,95,Yes,Yes,73,Advanced,No,No
1205.0,66,59,tier3,B.E,ECE,77,No,Yes,68,Novice,No,No
1206.0,84,96,tier1,B.E,ECE,78,No,Yes,47,Intermediate,No,No
1207.0,92,64,tier3,BTech,ECE,72,No,No,0,Intermediate,No,No
1208.0,82,64,tier3,BTech,EEE,83,Yes,Yes,79,Intermediate,No,No
1209.0,86,84,tier2,B.E,CSE,61,No,No,0,Intermediate,Yes,No
1210.0,90,59,tier3,B.E,CSE,91,No,Yes,62,Novice,No,No
1211.0,95,57,tier3,BTech,EEE,71,No,No,0,Intermediate,No,No
1212.0,67,88,tier2,B.E,DS&AI,94,Yes,Yes,74,Advanced,No,No
1213.0,88,71,tier3,BTech,MECH,82,No,Yes,43,Novice,No,No
1214.0,90,61,tier3,B.E,MECH,75,Yes,No,0,Novice,Yes,No
1215.0,96,95,tier1,BTech,MECH,73,No,No,0,Advanced,Yes,No
1216.0,90,90,tier1,B.E,ECE,81,Yes,Yes,38,Novice,Yes,No
1217.0,70,64,tier3,B.E,CIVIL,95,Ongoing,Yes,53,Novice,Yes,No
1218.0,69,81,tier2,B.E,EEE,79,Ongoing,Yes,56,Intermediate,No,No
1219.0,71,69,tier3,B.E,MECH,80,No,Yes,88,Advanced,Yes,No
1220.0,71,88,tier2,BTech,ECE,61,No,No,0,Advanced,No,No
1221.0,86,74,tier3,BTech,MECH,73,Yes,No,0,Intermediate,Yes,No
1222.0,82,68,tier3,B.E,IT,65,Yes,No,0,Advanced,Yes,No
1223.0,94,66,tier3,B.E,IT,63,No,No,0,Advanced,Yes,No
1224.0,75,86,tier2,B.E,IT,71,No,No,0,Novice,No,No
1225.0,82,80,tier2,BTech,CSE,68,Ongoing,No,0,Intermediate,Yes,No
1226.0,67,56,tier3,BTech,DS&AI,82,No,Yes,69,Novice,Yes,No
1227.0,94,82,tier2,B.E,ECE,86,Yes,Yes,88,Intermediate,No,No
1228.0,74,80,tier2,BTech,MECH,73,Ongoing,No,0,Advanced,No,No
1229.0,88,66,tier3,B.E,ECE,79,Ongoing,Yes,67,Advanced,No,No
1230.0,83,85,tier2,B.E,DS&AI,65,Yes,No,0,Intermediate,Yes,No
1231.0,81,83,tier2,BTech,DS&AI,64,Yes,No,0,Advanced,No,No
1232.0,73,88,tier2,B.E,DS&AI,62,No,No,0,Intermediate,Yes,No
1233.0,78,56,tier3,BTech,EEE,93,Yes,Yes,82,Intermediate,No,No
1234.0,96,65,tier3,B.E,MECH,90,Ongoing,Yes,44,Novice,No,No
1235.0,76,63,tier3,B.E,CSE,77,Yes,Yes,88,Advanced,No,No
1236.0,91,67,tier3,BTech,EEE,83,Yes,Yes,93,Intermediate,Yes,Yes
1237.0,76,80,tier2,B.E,EEE,61,Ongoing,No,0,Novice,Yes,No
1238.0,91,68,tier3,BTech,CSE,78,No,Yes,40,Novice,Yes,No
1239.0,92,93,tier1,B.E,ECE,74,Yes,No,0,Advanced,No,No
1240.0,71,61,tier3,B.E,EEE,68,Ongoing,No,0,Intermediate,No,No
1241.0,80,75,tier3,BTech,IT,67,Yes,No,0,Intermediate,Yes,No
1242.0,89,55,tier3,B.E,MECH,84,No,Yes,74,Advanced,No,No
1243.0,96,83,tier2,BTech,CIVIL,77,Ongoing,Yes,84,Intermediate,Yes,No
1244.0,80,68,tier3,B.E,DS&AI,81,No,Yes,49,Advanced,Yes,No
1245.0,76,82,tier2,BTech,MECH,63,No,No,0,Novice,Yes,No
1246.0,94,68,tier3,BTech,MECH,71,No,No,0,Novice,Yes,No
1247.0,80,82,tier2,BTech,ECE,85,Yes,Yes,89,Novice,Yes,No
1248.0,82,69,tier3,BTech,CIVIL,93,No,Yes,99,Advanced,Yes,No
1249.0,95,95,tier1,BTech,ECE,75,Yes,No,0,Intermediate,Yes,No
1250.0,76,69,tier3,BTech,CSE,83,No,Yes,66,Advanced,No,No
1251.0,86,81,tier2,BTech,CIVIL,66,Yes,No,0,Novice,No,No
1252.0,86,90,tier1,BTech,CSE,60,No,No,0,Intermediate,Yes,No
1253.0,95,78,tier3,BTech,IT,74,Yes,No,0,Intermediate,No,No
1254.0,85,94,tier1,B.E,CSE,82,No,Yes,61,Advanced,Yes,No
1255.0,94,69,tier3,B.E,MECH,95,Yes,Yes,86,Intermediate,Yes,Yes
1256.0,67,91,tier1,BTech,CIVIL,70,No,No,0,Novice,No,No
1257.0,90,65,tier3,BTech,CIVIL,88,No,Yes,87,Advanced,Yes,No
1258.0,82,76,tier3,BTech,MECH,62,Yes,No,0,Advanced,Yes,No
1259.0,83,83,tier2,B.E,EEE,89,Yes,Yes,68,Novice,Yes,No
1260.0,91,87,tier2,B.E,CIVIL,86,Ongoing,Yes,46,Intermediate,No,No
1261.0,98,77,tier3,BTech,CSE,71,Yes,No,0,Advanced,No,No
1262.0,96,60,tier3,BTech,DS&AI,61,Ongoing,No,0,Novice,No,No
1263.0,86,85,tier2,B.E,ECE,80,Ongoing,Yes,94,Intermediate,Yes,Yes
1264.0,79,64,tier3,BTech,ECE,83,No,Yes,95,Novice,No,No
1265.0,80,95,tier1,BTech,CSE,73,No,No,0,Advanced,No,No
1266.0,96,85,tier2,B.E,IT,61,Ongoing,No,0,Intermediate,No,No
1267.0,94,61,tier3,BTech,CSE,85,No,Yes,57,Advanced,Yes,No
1268.0,77,58,tier3,B.E,MECH,88,No,Yes,47,Advanced,No,No
1269.0,85,90,tier1,B.E,DS&AI,89,Ongoing,Yes,60,Novice,Yes,No
1270.0,85,72,tier3,BTech,MECH,74,Ongoing,No,0,Advanced,Yes,No
1271.0,78,62,tier3,B.E,CIVIL,78,No,Yes,35,Advanced,Yes,No
1272.0,97,91,tier1,BTech,CIVIL,72,No,No,0,Intermediate,Yes,No
1273.0,80,96,tier1,BTech,DS&AI,89,No,Yes,55,Novice,No,No
1274.0,78,81,tier2,B.E,IT,72,Yes,No,0,Advanced,Yes,No
1275.0,95,77,tier3,B.E,CSE,71,No,No,0,Advanced,No,No
1276.0,91,78,tier3,BTech,EEE,89,Yes,Yes,98,Advanced,Yes,Yes
1277.0,72,81,tier2,B.E,EEE,77,No,Yes,39,Intermediate,No,No
1278.0,75,57,tier3,B.E,IT,86,Yes,Yes,83,Novice,Yes,No
1279.0,92,83,tier2,BTech,CIVIL,78,Ongoing,Yes,92,Novice,Yes,No
1280.0,66,88,tier2,BTech,DS&AI,83,Ongoing,Yes,77,Advanced,No,No
1281.0,95,95,tier1,BTech,DS&AI,90,Ongoing,Yes,71,Intermediate,Yes,No
1282.0,83,66,tier3,BTech,IT,86,Ongoing,Yes,44,Advanced,Yes,No
1283.0,81,69,tier3,BTech,MECH,92,Yes,Yes,89,Intermediate,No,No
1284.0,78,95,tier1,B.E,IT,68,Yes,No,0,Novice,Yes,No
1285.0,94,86,tier2,BTech,CSE,65,No,No,0,Advanced,Yes,No
1286.0,98,73,tier3,BTech,ECE,82,Yes,Yes,58,Intermediate,No,No
1287.0,90,96,tier1,B.E,CIVIL,82,No,Yes,61,Intermediate,Yes,No
1288.0,71,85,tier2,B.E,DS&AI,75,Yes,No,0,Novice,Yes,No
1289.0,87,71,tier3,B.E,IT,71,Yes,No,0,Advanced,No,No
1290.0,81,96,tier1,BTech,CIVIL,80,Yes,Yes,91,Novice,No,No
1291.0,83,90,tier1,BTech,MECH,75,Ongoing,No,0,Novice,No,No
1292.0,75,92,tier1,BTech,ECE,82,No,Yes,57,Advanced,No,No
1293.0,97,80,tier2,B.E,ECE,85,Yes,Yes,36,Advanced,No,No
1294.0,91,65,tier3,B.E,EEE,82,Ongoing,Yes,77,Intermediate,No,No
1295.0,81,88,tier2,BTech,ECE,68,Yes,No,0,Advanced,Yes,No
1296.0,98,90,tier1,BTech,DS&AI,66,No,No,0,Intermediate,Yes,No
1297.0,95,73,tier3,BTech,ECE,88,Yes,Yes,62,Advanced,No,No
1298.0,69,73,tier3,BTech,IT,95,No,Yes,97,Intermediate,No,No
1299.0,80,72,tier3,BTech,CSE,94,Yes,Yes,79,Novice,Yes,No
1300.0,77,59,tier3,B.E,CIVIL,95,Ongoing,Yes,37,Advanced,Yes,No
1301.0,89,62,tier3,B.E,CIVIL,77,No,Yes,41,Novice,Yes,No
1302.0,82,89,tier2,BTech,ECE,74,Yes,No,0,Novice,No,No
1303.0,98,69,tier3,B.E,ECE,61,Ongoing,No,0,Advanced,No,No
1304.0,77,96,tier1,BTech,IT,92,Ongoing,Yes,49,Intermediate,Yes,No
1305.0,78,72,tier3,BTech,CSE,72,No,No,0,Intermediate,No,No
1306.0,77,57,tier3,BTech,IT,84,Ongoing,Yes,38,Advanced,No,No
1307.0,71,74,tier3,BTech,MECH,64,No,No,0,Intermediate,No,No
1308.0,92,69,tier3,B.E,CIVIL,60,No,No,0,Intermediate,No,No
1309.0,86,66,tier3,B.E,IT,83,No,Yes,65,Intermediate,Yes,No
1310.0,69,91,tier1,BTech,DS&AI,85,Ongoing,Yes,70,Advanced,Yes,No
1311.0,72,61,tier3,BTech,EEE,78,No,Yes,78,Novice,No,No
1312.0,96,61,tier3,BTech,CSE,81,No,Yes,48,Intermediate,Yes,No
1313.0,69,87,tier2,BTech,EEE,80,Yes,Yes,90,Advanced,No,No
1314.0,72,63,tier3,B.E,EEE,83,Yes,Yes,56,Advanced,Yes,No
1315.0,89,70,tier3,BTech,MECH,73,No,No,0,Advanced,No,No
1316.0,73,70,tier3,BTech,ECE,95,No,Yes,35,Novice,No,No
1317.0,95,88,tier2,BTech,MECH,72,No,No,0,Intermediate,Yes,No
1318.0,95,58,tier3,BTech,EEE,72,No,No,0,Novice,Yes,No
1319.0,94,89,tier2,B.E,CIVIL,71,No,No,0,Intermediate,No,No
1320.0,67,69,tier3,B.E,ECE,80,Ongoing,Yes,46,Intermediate,Yes,No
1321.0,90,89,tier2,BTech,DS&AI,86,No,Yes,90,Intermediate,No,No
